,Probe_Name,Probe_FileName,Best_Match,Best_Match_FileName,Distance,Correct
17,Barbara_Brezigar,../../../openbr/data/LFW/img/Barbara_Brezigar/Barbara_Brezigar_0001.jpg,Natasha_McElhone,../../../openbr/data/LFW/img/Natasha_McElhone/Natasha_McElhone_0003.jpg,0.34448491452401431,0
18,Benjamin_Netanyahu,../../../openbr/data/LFW/img/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,Benjamin_Netanyahu,../../../openbr/data/LFW/img/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,0.0,1
19,Benjamin_Netanyahu,../../../openbr/data/LFW/img/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,Benjamin_Netanyahu,../../../openbr/data/LFW/img/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,0.0,1
20,Bernard_Law,../../../openbr/data/LFW/img/Bernard_Law/Bernard_Law_0002.jpg,Bernard_Law,../../../openbr/data/LFW/img/Bernard_Law/Bernard_Law_0004.jpg,0.27517428302100055,1
21,Bernard_Law,../../../openbr/data/LFW/img/Bernard_Law/Bernard_Law_0003.jpg,Bernard_Law,../../../openbr/data/LFW/img/Bernard_Law/Bernard_Law_0003.jpg,0.0,1
22,Bertrand_Bonello,../../../openbr/data/LFW/img/Bertrand_Bonello/Bertrand_Bonello_0001.jpg,Bertrand_Bonello,../../../openbr/data/LFW/img/Bertrand_Bonello/Bertrand_Bonello_0001.jpg,0.0,1
23,Bill_Frist,../../../openbr/data/LFW/img/Bill_Frist/Bill_Frist_0002.jpg,Bill_Frist,../../../openbr/data/LFW/img/Bill_Frist/Bill_Frist_0009.jpg,0.32352655342239756,1
24,Bill_Frist,../../../openbr/data/LFW/img/Bill_Frist/Bill_Frist_0004.jpg,James_Murdoch,../../../openbr/data/LFW/img/James_Murdoch/James_Murdoch_0001.jpg,0.4435621592793666,0
25,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0002.jpg,Boris_Yeltsin,../../../openbr/data/LFW/img/Boris_Yeltsin/Boris_Yeltsin_0002.jpg,0.38719431663180476,0
26,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0003.jpg,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0006.jpg,0.32556476043691485,1
27,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0004.jpg,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0004.jpg,0.0,1
28,Bob_Graham,../../../openbr/data/LFW/img/Bob_Graham/Bob_Graham_0005.jpg,Rich_Brooks,../../../openbr/data/LFW/img/Rich_Brooks/Rich_Brooks_0001.jpg,0.2350392241613164,0
29,Boris_Becker,../../../openbr/data/LFW/img/Boris_Becker/Boris_Becker_0002.jpg,Frank_Taylor,../../../openbr/data/LFW/img/Frank_Taylor/Frank_Taylor_0001.jpg,0.26941882077308033,0
30,Brad_Johnson,../../../openbr/data/LFW/img/Brad_Johnson/Brad_Johnson_0001.jpg,Mitchell_Daniels,../../../openbr/data/LFW/img/Mitchell_Daniels/Mitchell_Daniels_0004.jpg,0.2697451808904186,0
31,Brad_Johnson,../../../openbr/data/LFW/img/Brad_Johnson/Brad_Johnson_0002.jpg,Zico,../../../openbr/data/LFW/img/Zico/Zico_0003.jpg,0.45125642570054519,0
32,Brad_Johnson,../../../openbr/data/LFW/img/Brad_Johnson/Brad_Johnson_0002.jpg,Zico,../../../openbr/data/LFW/img/Zico/Zico_0003.jpg,0.45125642570054519,0
33,Brian_Griese,../../../openbr/data/LFW/img/Brian_Griese/Brian_Griese_0001.jpg,Brian_Griese,../../../openbr/data/LFW/img/Brian_Griese/Brian_Griese_0002.jpg,0.146432207399387,1
34,Candice_Bergen,../../../openbr/data/LFW/img/Candice_Bergen/Candice_Bergen_0001.jpg,Paul_Gascoigne,../../../openbr/data/LFW/img/Paul_Gascoigne/Paul_Gascoigne_0003.jpg,0.51946610620213285,0
35,Candice_Bergen,../../../openbr/data/LFW/img/Candice_Bergen/Candice_Bergen_0002.jpg,Candice_Bergen,../../../openbr/data/LFW/img/Candice_Bergen/Candice_Bergen_0002.jpg,0.0,1
36,Carla_Myers,../../../openbr/data/LFW/img/Carla_Myers/Carla_Myers_0001.jpg,Suzanne_Mubarak,../../../openbr/data/LFW/img/Suzanne_Mubarak/Suzanne_Mubarak_0001.jpg,0.47208054727849491,0
37,Cathy_Freeman,../../../openbr/data/LFW/img/Cathy_Freeman/Cathy_Freeman_0001.jpg,Halle_Berry,../../../openbr/data/LFW/img/Halle_Berry/Halle_Berry_0009.jpg,0.24758143363956128,0
38,Chang_Dae-whan,../../../openbr/data/LFW/img/Chang_Dae-whan/Chang_Dae-whan_0001.jpg,Koichi_Tanaka,../../../openbr/data/LFW/img/Koichi_Tanaka/Koichi_Tanaka_0001.jpg,0.12816649489502022,0
39,Charles_Grassley,../../../openbr/data/LFW/img/Charles_Grassley/Charles_Grassley_0001.jpg,Horst_Koehler,../../../openbr/data/LFW/img/Horst_Koehler/Horst_Koehler_0002.jpg,0.240398967835255,0
40,Clare_Short,../../../openbr/data/LFW/img/Clare_Short/Clare_Short_0001.jpg,Hichiro_Naemura,../../../openbr/data/LFW/img/Hichiro_Naemura/Hichiro_Naemura_0002.jpg,0.42771387286081064,0
41,Clare_Short,../../../openbr/data/LFW/img/Clare_Short/Clare_Short_0001.jpg,Hichiro_Naemura,../../../openbr/data/LFW/img/Hichiro_Naemura/Hichiro_Naemura_0002.jpg,0.42771387286081064,0
42,Corinne_Coman,../../../openbr/data/LFW/img/Corinne_Coman/Corinne_Coman_0001.jpg,Corinne_Coman,../../../openbr/data/LFW/img/Corinne_Coman/Corinne_Coman_0002.jpg,0.22002674322111695,1
43,Dai_Bachtiar,../../../openbr/data/LFW/img/Dai_Bachtiar/Dai_Bachtiar_0001.jpg,Dai_Bachtiar,../../../openbr/data/LFW/img/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,0.25631021798639936,1
44,Dale_Earnhardt_Jr,../../../openbr/data/LFW/img/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,Dale_Earnhardt_Jr,../../../openbr/data/LFW/img/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,0.47624996708988715,1
45,David_Caruso,../../../openbr/data/LFW/img/David_Caruso/David_Caruso_0001.jpg,Howard_Smith,../../../openbr/data/LFW/img/Howard_Smith/Howard_Smith_0002.jpg,0.31701808169257822,0
46,Demi_Moore,../../../openbr/data/LFW/img/Demi_Moore/Demi_Moore_0001.jpg,Sarah_Jessica_Parker,../../../openbr/data/LFW/img/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0004.jpg,0.35200102429906516,0
47,Dick_Vermeil,../../../openbr/data/LFW/img/Dick_Vermeil/Dick_Vermeil_0001.jpg,Mitchell_Potter,../../../openbr/data/LFW/img/Mitchell_Potter/Mitchell_Potter_0001.jpg,0.61110366534702398,0
48,Doris_Roberts,../../../openbr/data/LFW/img/Doris_Roberts/Doris_Roberts_0001.jpg,Melissa_Etheridge,../../../openbr/data/LFW/img/Melissa_Etheridge/Melissa_Etheridge_0002.jpg,0.39432618461264751,0
49,Doris_Roberts,../../../openbr/data/LFW/img/Doris_Roberts/Doris_Roberts_0001.jpg,Melissa_Etheridge,../../../openbr/data/LFW/img/Melissa_Etheridge/Melissa_Etheridge_0002.jpg,0.39432618461264751,0
50,Drew_Barrymore,../../../openbr/data/LFW/img/Drew_Barrymore/Drew_Barrymore_0001.jpg,Ludivine_Sagnier,../../../openbr/data/LFW/img/Ludivine_Sagnier/Ludivine_Sagnier_0004.jpg,0.41684911863273877,0
51,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,Joseph_Biden,../../../openbr/data/LFW/img/Joseph_Biden/Joseph_Biden_0004.jpg,0.2449660072310928,0
52,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,0.0,1
53,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,0.0,1
54,Edmund_Stoiber,../../../openbr/data/LFW/img/Edmund_Stoiber/Edmund_Stoiber_0009.jpg,Mohamed_Seineldin,../../../openbr/data/LFW/img/Mohamed_Seineldin/Mohamed_Seineldin_0001.jpg,0.35125089873013154,0
55,Elinor_Caplan,../../../openbr/data/LFW/img/Elinor_Caplan/Elinor_Caplan_0001.jpg,Elinor_Caplan,../../../openbr/data/LFW/img/Elinor_Caplan/Elinor_Caplan_0002.jpg,0.2578542515330442,1
56,Emmanuelle_Beart,../../../openbr/data/LFW/img/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,Emmanuelle_Beart,../../../openbr/data/LFW/img/Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,0.094354444643529767,1
57,Emmanuelle_Beart,../../../openbr/data/LFW/img/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,Emmanuelle_Beart,../../../openbr/data/LFW/img/Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,0.094354444643529767,1
58,Federico_Trillo,../../../openbr/data/LFW/img/Federico_Trillo/Federico_Trillo_0001.jpg,Steven_Spielberg,../../../openbr/data/LFW/img/Steven_Spielberg/Steven_Spielberg_0007.jpg,0.3631824903801279,0
59,Federico_Trillo,../../../openbr/data/LFW/img/Federico_Trillo/Federico_Trillo_0001.jpg,Steven_Spielberg,../../../openbr/data/LFW/img/Steven_Spielberg/Steven_Spielberg_0007.jpg,0.3631824903801279,0
60,Federico_Trillo,../../../openbr/data/LFW/img/Federico_Trillo/Federico_Trillo_0002.jpg,Federico_Trillo,../../../openbr/data/LFW/img/Federico_Trillo/Federico_Trillo_0002.jpg,0.0,1
61,Francis_Ford_Coppola,../../../openbr/data/LFW/img/Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,Francis_Ford_Coppola,../../../openbr/data/LFW/img/Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,0.0,1
62,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0001.jpg,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0001.jpg,0.0,1
63,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0001.jpg,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0001.jpg,0.0,1
64,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0002.jpg,Fred_Thompson,../../../openbr/data/LFW/img/Fred_Thompson/Fred_Thompson_0002.jpg,0.0,1
65,Garry_Trudeau,../../../openbr/data/LFW/img/Garry_Trudeau/Garry_Trudeau_0001.jpg,Rick_Perry,../../../openbr/data/LFW/img/Rick_Perry/Rick_Perry_0004.jpg,0.27924517449306291,0
66,Gary_Williams,../../../openbr/data/LFW/img/Gary_Williams/Gary_Williams_0001.jpg,Gary_Williams,../../../openbr/data/LFW/img/Gary_Williams/Gary_Williams_0002.jpg,0.47156000203456289,1
67,Gene_Robinson,../../../openbr/data/LFW/img/Gene_Robinson/Gene_Robinson_0001.jpg,Phil_Jackson,../../../openbr/data/LFW/img/Phil_Jackson/Phil_Jackson_0001.jpg,0.29381007977344875,0
68,Gene_Robinson,../../../openbr/data/LFW/img/Gene_Robinson/Gene_Robinson_0001.jpg,Phil_Jackson,../../../openbr/data/LFW/img/Phil_Jackson/Phil_Jackson_0001.jpg,0.29381007977344875,0
69,Gene_Robinson,../../../openbr/data/LFW/img/Gene_Robinson/Gene_Robinson_0002.jpg,Gene_Robinson,../../../openbr/data/LFW/img/Gene_Robinson/Gene_Robinson_0002.jpg,0.0,1
70,George_Galloway,../../../openbr/data/LFW/img/George_Galloway/George_Galloway_0001.jpg,Oswald_Gruebel,../../../openbr/data/LFW/img/Oswald_Gruebel/Oswald_Gruebel_0001.jpg,0.29311378154177992,0
71,George_Galloway,../../../openbr/data/LFW/img/George_Galloway/George_Galloway_0002.jpg,George_Galloway,../../../openbr/data/LFW/img/George_Galloway/George_Galloway_0003.jpg,0.20731025300336087,1
72,George_Galloway,../../../openbr/data/LFW/img/George_Galloway/George_Galloway_0002.jpg,George_Galloway,../../../openbr/data/LFW/img/George_Galloway/George_Galloway_0003.jpg,0.20731025300336087,1
73,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,0.29836855741085061,1
74,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,0.29836855741085061,1
75,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,Geraldine_Chaplin,../../../openbr/data/LFW/img/Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,0.28703519765338792,1
76,Gerardo_Gambala,../../../openbr/data/LFW/img/Gerardo_Gambala/Gerardo_Gambala_0001.jpg,Gerardo_Gambala,../../../openbr/data/LFW/img/Gerardo_Gambala/Gerardo_Gambala_0002.jpg,0.26354130217029592,1
77,Gian_Marco,../../../openbr/data/LFW/img/Gian_Marco/Gian_Marco_0001.jpg,Will_Young,../../../openbr/data/LFW/img/Will_Young/Will_Young_0001.jpg,0.27366172902655161,0
78,Gian_Marco,../../../openbr/data/LFW/img/Gian_Marco/Gian_Marco_0002.jpg,Gian_Marco,../../../openbr/data/LFW/img/Gian_Marco/Gian_Marco_0002.jpg,0.0,1
79,Gillian_Anderson,../../../openbr/data/LFW/img/Gillian_Anderson/Gillian_Anderson_0001.jpg,Gillian_Anderson,../../../openbr/data/LFW/img/Gillian_Anderson/Gillian_Anderson_0001.jpg,0.0,1
80,Gordon_Brown,../../../openbr/data/LFW/img/Gordon_Brown/Gordon_Brown_0006.jpg,Lino_Oviedo,../../../openbr/data/LFW/img/Lino_Oviedo/Lino_Oviedo_0003.jpg,0.42743192706146754,0
81,Gordon_Brown,../../../openbr/data/LFW/img/Gordon_Brown/Gordon_Brown_0010.jpg,William_Martin,../../../openbr/data/LFW/img/William_Martin/William_Martin_0002.jpg,0.39049583733242949,0
82,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0003.jpg,0.09652778390060654,1
83,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0003.jpg,0.09652778390060654,1
84,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0001.jpg,Grant_Hackett,../../../openbr/data/LFW/img/Grant_Hackett/Grant_Hackett_0003.jpg,0.09652778390060654,1
85,Gray_Davis,../../../openbr/data/LFW/img/Gray_Davis/Gray_Davis_0007.jpg,David_Spade,../../../openbr/data/LFW/img/David_Spade/David_Spade_0002.jpg,0.44505558813260454,0
86,Gray_Davis,../../../openbr/data/LFW/img/Gray_Davis/Gray_Davis_0021.jpg,Arnold_Palmer,../../../openbr/data/LFW/img/Arnold_Palmer/Arnold_Palmer_0003.jpg,0.31528364269226528,0
87,Gregg_Popovich,../../../openbr/data/LFW/img/Gregg_Popovich/Gregg_Popovich_0001.jpg,Richard_Jewell,../../../openbr/data/LFW/img/Richard_Jewell/Richard_Jewell_0001.jpg,0.35901010503714881,0
88,Gregg_Popovich,../../../openbr/data/LFW/img/Gregg_Popovich/Gregg_Popovich_0003.jpg,Horst_Koehler,../../../openbr/data/LFW/img/Horst_Koehler/Horst_Koehler_0003.jpg,0.34164240083758002,0
89,Guy_Ritchie,../../../openbr/data/LFW/img/Guy_Ritchie/Guy_Ritchie_0001.jpg,Rick_Husband,../../../openbr/data/LFW/img/Rick_Husband/Rick_Husband_0001.jpg,0.35373879314931866,0
90,Hamzah_Haz,../../../openbr/data/LFW/img/Hamzah_Haz/Hamzah_Haz_0001.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0053.jpg,0.39371648008837623,0
91,Harbhajan_Singh,../../../openbr/data/LFW/img/Harbhajan_Singh/Harbhajan_Singh_0001.jpg,Harbhajan_Singh,../../../openbr/data/LFW/img/Harbhajan_Singh/Harbhajan_Singh_0002.jpg,0.27404029354561199,1
92,Hootie_Johnson,../../../openbr/data/LFW/img/Hootie_Johnson/Hootie_Johnson_0001.jpg,Rogerio_Romero,../../../openbr/data/LFW/img/Rogerio_Romero/Rogerio_Romero_0002.jpg,0.54241378527186102,0
93,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0002.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0053.jpg,0.20640360019220125,1
94,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0027.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0027.jpg,0.0,1
95,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0036.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0053.jpg,0.23251602373242947,1
96,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0041.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0053.jpg,0.36132716964803668,1
97,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0045.jpg,Hugo_Chavez,../../../openbr/data/LFW/img/Hugo_Chavez/Hugo_Chavez_0027.jpg,0.19043639788546285,1
98,Isaiah_Washington,../../../openbr/data/LFW/img/Isaiah_Washington/Isaiah_Washington_0001.jpg,Dion_Glover,../../../openbr/data/LFW/img/Dion_Glover/Dion_Glover_0001.jpg,0.36548778556113248,0
99,Jack_Grubman,../../../openbr/data/LFW/img/Jack_Grubman/Jack_Grubman_0001.jpg,Jack_Grubman,../../../openbr/data/LFW/img/Jack_Grubman/Jack_Grubman_0002.jpg,0.20220788812527249,1
100,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0001.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0006.jpg,0.32186477098293798,1
101,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0003.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0006.jpg,0.33418167777285102,1
102,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0003.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0006.jpg,0.33418167777285102,1
103,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0004.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0010.jpg,0.23870370538768471,1
104,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0004.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0010.jpg,0.23870370538768471,1
105,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0005.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0008.jpg,0.39622848740510486,1
106,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0006.jpg,Jacques_Rogge,../../../openbr/data/LFW/img/Jacques_Rogge/Jacques_Rogge_0006.jpg,0.0,1
107,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0001.jpg,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0002.jpg,0.2946367081496668,1
108,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0001.jpg,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0002.jpg,0.2946367081496668,1
109,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0002.jpg,James_Caan,../../../openbr/data/LFW/img/James_Caan/James_Caan_0002.jpg,0.0,1
110,James_Jones,../../../openbr/data/LFW/img/James_Jones/James_Jones_0001.jpg,Robert_Duvall,../../../openbr/data/LFW/img/Robert_Duvall/Robert_Duvall_0008.jpg,0.48122588297351554,0
111,Jamling_Norgay,../../../openbr/data/LFW/img/Jamling_Norgay/Jamling_Norgay_0001.jpg,Jamling_Norgay,../../../openbr/data/LFW/img/Jamling_Norgay/Jamling_Norgay_0002.jpg,0.12349413940957749,1
112,Janica_Kostelic,../../../openbr/data/LFW/img/Janica_Kostelic/Janica_Kostelic_0001.jpg,Janica_Kostelic,../../../openbr/data/LFW/img/Janica_Kostelic/Janica_Kostelic_0001.jpg,0.0,1
113,Jeanne_Moreau,../../../openbr/data/LFW/img/Jeanne_Moreau/Jeanne_Moreau_0001.jpg,Holly_Hunter,../../../openbr/data/LFW/img/Holly_Hunter/Holly_Hunter_0006.jpg,0.37108357260979502,0
114,Jeffrey_Archer,../../../openbr/data/LFW/img/Jeffrey_Archer/Jeffrey_Archer_0001.jpg,Jeffrey_Archer,../../../openbr/data/LFW/img/Jeffrey_Archer/Jeffrey_Archer_0001.jpg,0.0,1
115,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0001.jpg,Jessica_Simpson,../../../openbr/data/LFW/img/Jessica_Simpson/Jessica_Simpson_0001.jpg,0.45436185059606493,0
116,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0004.jpg,Gina_Centrello,../../../openbr/data/LFW/img/Gina_Centrello/Gina_Centrello_0001.jpg,0.32957239513902004,0
117,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0005.jpg,Rebecca_Romijn-Stamos,../../../openbr/data/LFW/img/Rebecca_Romijn-Stamos/Rebecca_Romijn-Stamos_0001.jpg,0.35299787547591421,0
118,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0005.jpg,Rebecca_Romijn-Stamos,../../../openbr/data/LFW/img/Rebecca_Romijn-Stamos/Rebecca_Romijn-Stamos_0001.jpg,0.35299787547591421,0
119,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0007.jpg,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0009.jpg,0.15033529720379918,1
120,Jennifer_Garner,../../../openbr/data/LFW/img/Jennifer_Garner/Jennifer_Garner_0008.jpg,Margaret_Caruso,../../../openbr/data/LFW/img/Margaret_Caruso/Margaret_Caruso_0001.jpg,0.36644493356346208,0
