,Name,Template,Rep
157,S158,../../../openbr/data/MEDS/img/S158-01-t10_01.jpg,"[-0.046637926250696, 0.1008208245039, 0.10519919544458, 0.10510688275099, 0.1152970790863, 0.022145794704556, 0.0065916432067752, -0.24690227210522, 0.091309852898121, -0.048927139490843, 0.019354967400432, 0.040128797292709, -0.10286416858435, -0.031993478536606, 0.069004267454147, -0.025621699169278, -0.027991207316518, 0.083942383527756, -0.026362713426352, -0.070519633591175, 0.024219648912549, 0.088198266923428, -0.16058339178562, -0.023433856666088, 0.17033044993877, -0.041365019977093, -0.15335763990879, 0.046467654407024, 0.022998929023743, 0.14172396063805, 0.095784172415733, 0.074505209922791, 0.00094969995552674, -0.057793509215117, 0.16984502971172, 0.042941264808178, -0.031078184023499, -0.20458894968033, 0.076494701206684, -0.14030127227306, 0.12899927794933, -0.003140885848552, 0.11071698367596, 0.013824278488755, 0.027315774932504, 0.11317437887192, 0.0019827953074127, 0.0054834936745465, -0.025924684479833, -0.20286479592323, -0.017116973176599, 0.056910678744316, 0.12170616537333, -0.12794835865498, 0.018792472779751, 0.05266435071826, -0.19171011447906, 0.00091231003170833, -0.10892666876316, 0.072189621627331, -0.033835396170616, 0.016407784074545, -0.018439877778292, 0.051848780363798, 0.065877035260201, 0.083010241389275, -0.022231299430132, -0.044675387442112, -0.096937917172909, 0.017181450501084, 0.13550880551338, -0.0028396768029779, 0.02389957383275, -0.17421559989452, -0.024856690317392, 0.098254129290581, -0.08676939457655, -0.098583668470383, -0.067972309887409, 0.030339078977704, 0.075944297015667, 0.14981926977634, 0.017814127728343, 0.093347489833832, 0.013387823477387, -0.006002186331898, -0.009779249317944, -0.046707209199667, -0.16619500517845, 0.12075676769018, 0.014026344753802, 0.00028924926300533, -0.05214387178421, 0.050385512411594, -0.11427579820156, -0.016045359894633, -0.06750350445509, -0.096343420445919, 0.041009586304426, -0.031483687460423, 0.070945896208286, 0.028573218733072, 0.044070184230804, -0.1524722725153, -0.061805699020624, 0.090107560157776, 0.11829052120447, 0.031641021370888, 0.023325968533754, 0.11713252961636, 0.077099472284317, -0.16928260028362, -0.1277739405632, -0.02215763926506, 0.0148761915043, -0.057820234447718, -0.16856268048286, 0.065151035785675, -0.015620490536094, 0.00026015655021183, 0.085873775184155, -0.0010336069390178, -0.07507898658514, -0.042700905352831, 0.10475949943066, 0.11964090168476, 0.11745229363441, -0.032075509428978]"
158,S159,../../../openbr/data/MEDS/img/S159-01-t10_01.jpg,"[-0.028622118756175, 0.0010974706383422, 0.19286431372166, 0.11196891963482, 0.044732868671417, 0.066288247704506, -0.077682666480541, -0.16404747962952, 0.12392317503691, -0.12234871834517, -0.096174940466881, 0.02596652880311, -0.069366402924061, 0.090289756655693, 0.056570880115032, -0.013680518604815, 0.017018925398588, -0.060691427439451, -0.09655237942934, -0.048640731722116, -0.034942682832479, -0.033232256770134, 0.081341356039047, 0.070825226604939, 0.13316886126995, -0.13464888930321, -0.086673498153687, 0.092715300619602, -0.10730723291636, -0.072874672710896, 0.19017888605595, 0.076528437435627, -0.036185830831528, 0.028899218887091, -0.018705608323216, 0.064547888934612, -0.016224602237344, 0.042436402291059, -0.016943406313658, -0.0072324038483202, 0.07271970808506, 0.031211329624057, -0.028740826994181, -0.29179102182388, 0.074310511350632, -0.017094375565648, -0.10944384336472, -0.0053069717250764, 0.065527684986591, 0.0076089603826404, 0.019184054806828, 0.007233870215714, 0.17992614209652, -0.050996944308281, -0.009186539798975, -0.013109971769154, -0.0039412984624505, 0.055474888533354, -0.022500228136778, -0.025477224960923, -0.04636624455452, 0.16147850453854, -0.13453161716461, -0.1340126991272, 0.040961399674416, 0.19530375301838, 0.041206609457731, 0.10004221647978, -0.19543617963791, 0.13705633580685, 0.04861369356513, 0.084604650735855, -0.029232991859317, 0.0056257368996739, 0.082669660449028, 0.10794228315353, 0.017922347411513, -0.17491109669209, -0.0068119852803648, 0.064543932676315, -0.037687256932259, 0.022891204804182, 0.06992020457983, -0.014451194554567, 0.0071389600634575, -0.07133424282074, -0.020272504538298, 0.056050583720207, -0.16449682414532, 0.016969740390778, -0.021552933380008, -0.026098869740963, 0.22005154192448, 0.10280437022448, -0.039740178734064, 0.039584182202816, -0.019720785319805, -0.048072777688503, 0.033112391829491, 0.01804774813354, 0.05663451179862, -0.096760720014572, -0.14290019869804, 0.062254294753075, 0.067338466644287, 0.00974131654948, -0.0035314126871526, -0.10325961560011, -0.020613845437765, -0.0098756961524487, -0.059908650815487, 0.059941489249468, 0.066879227757454, 0.061961017549038, 0.032880712300539, 0.013190630823374, -0.18527436256409, 0.2000397592783, -0.029425019398332, 0.12099915742874, 0.0188048761338, 0.053650394082069, -0.091097354888916, -0.086489461362362, 0.074270591139793, 0.13160414993763, -0.010748527944088, -0.033808678388596]"
159,S160,../../../openbr/data/MEDS/img/S160-01-t10_01.jpg,"[-0.041324906051159, 0.071655243635178, 0.043827708810568, -0.092763632535934, 0.14580272138119, 0.16179546713829, -0.052159436047077, 0.03706967830658, -0.09917663782835, 0.10877396166325, 0.00161962735001, -0.059321507811546, 0.011903283186257, -0.0038844419177622, 0.2191621363163, 0.086437001824379, 0.031063433736563, 0.061882667243481, -0.010387365706265, -0.029871078208089, -0.016623070463538, 0.010493234731257, 0.13477705419064, -0.11018867790699, 0.066766783595085, -0.051370710134506, -0.018027883023024, 0.0066728512756526, 0.042317222803831, -0.13186848163605, 0.12091616541147, 0.055903423577547, 0.044129692018032, 0.088250905275345, 0.081936605274677, 0.14460361003876, 0.056728456169367, -0.06826314330101, 0.024647518992424, -0.10363820940256, 0.083646193146706, -0.090212747454643, 0.096606358885765, -0.019777724519372, -0.11785805225372, 0.065671816468239, 0.045576065778732, 0.11533938348293, -0.17625145614147, 0.016961567103863, -0.071213752031326, -0.053971402347088, -0.087344326078892, -0.050883419811726, -0.032964680343866, 0.040853448212147, -0.04841236397624, -0.026803696528077, -0.084977276623249, 0.030328532680869, -0.14801439642906, 0.033477101475, 0.020330585539341, -0.15806202590466, 0.18922425806522, 0.14280730485916, -0.1523931324482, 0.1223176419735, -0.12135525047779, 0.1681632399559, -0.0092162024229765, 0.089965738356113, -0.082687489688396, -0.087374433875084, 0.020560940727592, -0.0027940929867327, 0.032013334333897, 0.061962924897671, 0.010100207291543, -0.14958274364471, -0.023688800632954, -0.011806648224592, -0.010255545377731, 0.032110888510942, -0.1081972271204, 0.011921018362045, -0.020535407587886, 0.078525595366955, 0.015440889634192, 0.17595201730728, 0.14946965873241, -0.0092217484489083, -0.12000476568937, 0.04469632729888, 0.056194219738245, 0.07922051101923, -0.066897995769978, 0.13443668186665, -0.11773572862148, 0.0022762932348996, -0.006189611274749, -0.080961212515831, -0.075172550976276, -0.094925619661808, 0.073309928178787, 0.12661077082157, -0.031816553324461, -0.03486817330122, 0.11152613908052, -0.039829526096582, -0.099106684327126, 0.065190367400646, 0.053743474185467, 0.035022310912609, 0.16111822426319, -0.1051579862833, 0.0039603323675692, -0.01659525744617, 0.083966292440891, 0.17302539944649, 0.14686514437199, -0.08902707695961, 0.080472186207771, 0.12158911675215, 0.040838200598955, -0.014200091362, 0.11893854290247, -0.016706794500351]"
160,S161,../../../openbr/data/MEDS/img/S161-01-t10_01.jpg,"[-0.015786323696375, 0.18571226298809, -0.050057154148817, -0.031074769794941, -0.10427294671535, 0.11967430263758, 0.03594383969903, -0.028308471664786, 0.10421910881996, -0.067388243973255, 0.083829954266548, -0.07443455606699, 0.019789321348071, 0.15446230769157, -0.0071812551468611, -0.13108940422535, -0.064311169087887, -0.068114466965199, -0.021226825192571, -0.14529411494732, 0.052861154079437, -0.046609081327915, -0.1291415989399, -0.012464645318687, 0.080042012035847, -0.07527594268322, -0.011349557898939, 0.09260056912899, 0.056326251477003, 0.1158442273736, 0.07230219990015, -0.024138312786818, 0.023961987346411, -0.024734465405345, -0.028738679364324, 0.06942792236805, -0.03606853634119, 0.00084872945444658, -0.023597514256835, 0.004463576246053, 0.0094709321856499, -0.025572007521987, 0.01454655174166, 0.076175637543201, 0.034811820834875, -0.040181826800108, 0.0014133176300675, -0.050837885588408, -0.095296487212181, -0.13673271238804, -0.099321089684963, 0.13039435446262, 0.046128828078508, 0.00495386403054, 0.034241523593664, 0.15085786581039, -0.18604636192322, 0.16505098342896, -0.034801542758942, -0.13603602349758, -0.12493605166674, -0.0024951223749667, 0.17175477743149, -0.065111860632896, -0.038933780044317, 0.22636404633522, 0.09478048235178, -0.014789029024541, -0.078729629516602, 0.066885329782963, 0.068049967288971, -0.065691456198692, -0.016648566350341, -0.080804139375687, 0.10198604315519, 0.022232253104448, -0.01684701628983, -0.15812750160694, -0.069085448980331, -0.020349802449346, -0.050342675298452, 0.020080205053091, 0.019522067159414, -0.059718623757362, -0.041689496487379, 0.036165215075016, 0.00079470704076812, -0.12264683097601, 0.056442230939865, 0.10153995454311, 0.046039614826441, -0.23830251395702, -0.0027721696533263, -0.03888801112771, 0.041873894631863, -0.061537627130747, -0.034282423555851, -0.028558228164911, 0.08049326390028, 0.069877058267593, -0.031168032437563, 0.084566779434681, 0.043637678027153, -0.023858362808824, -0.22485290467739, 0.1847462952137, -0.05049055069685, 0.013970985077322, -0.062264684587717, -0.15822969377041, 0.11426521092653, -0.037718821316957, -0.14831909537315, -0.020887278020382, 0.088017128407955, 0.010687071830034, 0.00048272064304911, -0.031373586505651, 0.22518391907215, 0.02176545932889, 0.10263218730688, -0.14480732381344, -0.00690255779773, 0.019375691190362, 0.097314737737179, 0.062729977071285, 0.13243179023266, 0.053801909089088]"
161,S162,../../../openbr/data/MEDS/img/S162-01-t10_01.jpg,"[-0.02068648301065, 0.10042253881693, -0.14533479511738, -0.049239713698626, 0.011337259784341, 0.047598317265511, 0.08953271061182, -0.091661795973778, 0.10272626578808, -0.0046833241358399, 0.055449474602938, -0.011552136391401, -0.019147649407387, 0.18251587450504, -0.044326182454824, -0.022938124835491, 0.0001490073336754, 0.042271163314581, 0.054436676204205, -0.1136499941349, 0.046051446348429, 0.030450819060206, -0.071787290275097, -0.041303534060717, -0.0026064268313348, -0.0026605541352183, 0.0053121205419302, 0.05259944498539, 0.13213391602039, 0.17187751829624, 0.029558435082436, -0.0052952645346522, 0.041460644453764, -0.10905646532774, 0.045574855059385, 0.088644348084927, -0.046019315719604, 0.013367769308388, -0.033784482628107, 0.0087659545242786, -0.075810506939888, 0.1271309107542, 0.03111170604825, 0.16168551146984, -0.031715240329504, -0.017834940925241, 0.022876067087054, -0.029429759830236, 0.014784422703087, -0.11872016638517, -0.099365003407001, 0.072575762867928, -0.027086317539215, -0.031661208719015, 0.053373835980892, 0.15247623622417, -0.1251954138279, 0.23987007141113, -0.061771415174007, 0.0033191023394465, -0.12708574533463, -0.056277200579643, 0.26393622159958, -0.074416950345039, 0.085915513336658, 0.050853464752436, -0.012034354731441, -0.075314819812775, -0.064366109669209, 0.11924146860838, 0.097003363072872, 0.015420224517584, 0.026851085945964, -0.028082361444831, -0.062906332314014, -0.014427221380174, 0.022884467616677, -0.068569503724575, -0.10418021678925, -0.21934109926224, 0.039481151849031, 0.099793091416359, -0.060390416532755, -0.025830000638962, -0.031307224184275, -0.083833925426006, -0.045854698866606, -0.084339916706085, 0.061232838779688, 0.06181588023901, 0.052411157637835, -0.12569656968117, -0.093660309910774, -0.10450185835361, 0.25396993756294, -0.010113512165844, -0.019031770527363, 0.046883918344975, 0.065852247178555, 0.15127351880074, -0.050232823938131, 0.051678813993931, 0.069232456386089, -0.10636436194181, -0.23575001955032, 0.1381643563509, -0.0018214716110379, -0.12977001070976, 0.043667938560247, -0.055822409689426, 0.092839784920216, -0.059111524373293, -0.03053524158895, 0.0050755082629621, 0.093158058822155, 0.030703481286764, 0.16686095297337, -0.056434944272041, 0.13386903703213, 0.010548611171544, 0.069957122206688, -0.11769063025713, 0.047550264745951, -0.0036715725436807, -0.044061068445444, 0.07543907314539, 0.06855358928442, 0.037490528076887]"
162,S163,../../../openbr/data/MEDS/img/S163-02-t10_01.jpg,"[-0.037208277732134, 0.011707847006619, 0.091538436710835, 0.19343912601471, 0.036358386278152, 0.036752004176378, -0.019415177404881, -0.30109533667564, 0.086759485304356, -0.16645064949989, -0.042533963918686, 0.13125050067902, -0.18840618431568, 0.012646533548832, -0.070770889520645, -0.040865410119295, -0.071355171501637, -0.009911535307765, 0.028494087979198, -0.097283318638802, -0.051915284246206, 0.022969897836447, -0.055419508367777, 0.01907529309392, 0.15539047122002, -0.018951585516334, -0.068969458341599, 0.033296052366495, -0.098687388002872, 0.050245780497789, 0.07599475979805, 0.078262805938721, -0.069663770496845, -0.088449962437153, 0.026302933692932, 0.0037180418148637, -0.095403306186199, -0.138696834445, 0.053704772144556, 0.041732113808393, 0.13646605610847, 0.067620158195496, 0.016482992097735, -0.13816596567631, 0.0327771268785, 0.028265032917261, -0.011282752268016, -0.13421900570393, 0.062552325427532, -0.11320728808641, 0.043060727417469, 0.04398787021637, 0.19977037608624, -0.049279827624559, 0.01120242010802, 0.017618792131543, -0.018863318488002, 0.1047787219286, -0.05962585657835, 0.098867140710354, 0.00034973348374479, 0.12386825680733, -0.00053551496239379, -0.037558358162642, 0.073015652596951, 0.105737388134, 0.061925988644361, -0.069252945482731, -0.10564382374287, 0.10254321247339, 0.078996770083904, 0.08796326816082, 0.060244329273701, 0.045675560832024, 0.057405184954405, 0.11110538989305, -0.056901030242443, -0.20044660568237, -0.14584073424339, 0.043499179184437, 0.0072955898940563, 0.1269071996212, 0.072820626199245, 0.023311985656619, -0.022152844816446, -0.011188887991011, 0.0038809024263173, -0.062858231365681, -0.25643834471703, -0.057310413569212, -0.04483450949192, 0.010900332592428, 0.11289966851473, 0.027534374967217, -0.013889975845814, 6.6939770476893e-05, 0.0096299666911364, -0.089425839483738, 0.12085044384003, 0.045461926609278, -0.019240660592914, -0.043493058532476, -0.0089638326317072, 0.0091032879427075, 0.0010165261337534, 0.03157215192914, 0.10771991312504, 0.02179929241538, -0.1405968517065, 0.072233602404594, 0.052915256470442, -0.075548902153969, 0.054419450461864, -0.048089489340782, -0.037304673343897, -0.019720500335097, -0.14867706596851, 0.1538188457489, 0.034105315804482, -0.0071056331507862, 0.031751830130816, 0.021870607510209, -0.08590953797102, -0.18445348739624, 0.071763589978218, 0.18852441012859, -0.011300717480481, 0.019867042079568]"
163,S164,../../../openbr/data/MEDS/img/S164-02-t10_01.jpg,"[-0.028288688510656, 0.15626150369644, 0.067062444984913, -0.0057386658154428, -0.018581435084343, 0.19205805659294, -0.069680117070675, -0.042246647179127, 0.010572213679552, -0.0068779899738729, 0.081097140908241, -0.08370565623045, -0.013366496190429, -0.067240163683891, 0.11701959371567, -0.060806207358837, -0.045801475644112, 0.0015496134292334, -0.022672420367599, -0.067716374993324, 0.0035123280249536, -0.035289861261845, 0.090629994869232, 0.11594674736261, 0.16562949120998, -0.1709503531456, 0.061760131269693, 0.034340608865023, 0.083540305495262, -0.065573483705521, 0.23630993068218, -0.19339102506638, -0.0062900925986469, 0.01317803747952, 0.042614988982677, 0.040885932743549, -0.090806297957897, -0.054913606494665, 0.0035408756230026, 0.012447175569832, 0.029938502237201, -0.10175853222609, -0.059822525829077, 0.071090497076511, -0.060112226754427, -0.10550639033318, -0.030504928901792, 0.097292542457581, -0.082114048302174, 0.026818485930562, -0.037773888558149, 0.064316973090172, 0.054695006459951, -0.1339014172554, -0.13534615933895, 0.052672270685434, -0.095943681895733, 0.12605500221252, -0.034299593418837, -0.07771473377943, -0.19552809000015, 0.064800515770912, 0.11912813037634, -0.10704807937145, 0.038331713527441, 0.13539835810661, 0.016801001504064, -0.044953595846891, -0.24317552149296, 0.092938795685768, -0.011269186623394, 0.048483178019524, -0.072317287325859, -0.064332842826843, 0.095484144985676, -0.075123608112335, -0.0070340279489756, -0.073273085057735, 0.038881052285433, 0.18047964572906, -0.05094800889492, -0.13834169507027, 0.067101009190083, -0.006093418225646, -0.036189138889313, -0.026951178908348, -0.049955874681473, -0.045392196625471, -0.02935766428709, 0.057803925126791, 0.047310568392277, -0.074565723538399, 0.037907145917416, 0.071469649672508, 0.013572570867836, -0.090772718191147, -0.09312042593956, 0.044291213154793, -0.064563013613224, -0.026117812842131, 0.012718425132334, 0.017003290355206, -0.07286025583744, -0.033561371266842, 0.015234586782753, 0.13787370920181, 0.083615325391293, -0.019222646951675, 0.1169328764081, -0.077476635575294, 0.058894459158182, 0.097341246902943, 0.043264973908663, 0.10451619327068, 0.0424042083323, 0.017836857587099, -0.094066441059113, 0.16739957034588, 0.1303541213274, 0.19465765357018, 0.03791131451726, -0.192248031497, -0.15389305353165, -0.0071264030411839, 0.039303470402956, 0.079820401966572, 0.056401789188385, 0.036931719630957]"
164,S165,../../../openbr/data/MEDS/img/S165-01-t10_01.jpg,"[-0.11293594539165, 0.16966634988785, 0.12729945778847, 0.13204784691334, -0.075494885444641, 0.078236781060696, 0.034796267747879, 0.013894144445658, 0.041457653045654, 0.06780231744051, 0.071378692984581, -0.005632652901113, -0.074939198791981, -0.16245059669018, 0.046079337596893, -0.14182496070862, -0.15894268453121, 0.046214561909437, 0.02661663852632, -0.10947649180889, 0.04951760917902, -0.12689147889614, -0.094818785786629, -0.067942850291729, 0.17360071837902, -0.10923477262259, -0.10510144382715, -0.048420246690512, -0.041449226438999, 0.021597262471914, 0.071506135165691, -0.10354961454868, 0.019375257194042, -0.0046094218268991, 0.087009005248547, -0.054372955113649, -0.020471435040236, -0.10514211654663, 0.022826083004475, -0.061270412057638, 0.15278054773808, -0.14971928298473, 0.023661794140935, 0.039301995187998, -0.071234881877899, -0.089272975921631, 0.035430867224932, -0.10242781043053, -0.057303935289383, -0.11624749004841, 0.044042158871889, 0.10480972379446, -0.018745318055153, 0.00083675252972171, 0.031319305300713, 0.075429432094097, -0.062429629266262, -0.14749898016453, -0.056909199804068, -0.065771386027336, -0.032950364053249, -0.10608430206776, -0.045630417764187, -0.029248850420117, 0.11612293124199, 0.060421567410231, 0.053256623446941, -0.10386043041945, -0.047834124416113, 0.052182454615831, 0.056989807635546, 0.074457325041294, 0.0049334885552526, -0.064617000520229, 0.052283573895693, 0.035486042499542, -0.079097077250481, 0.029168114066124, -0.014850712381303, 0.10165171325207, -0.20872835814953, -0.040118902921677, 0.12695489823818, 0.13683278858662, -0.024381943047047, 0.057466525584459, 0.072575077414513, 0.0025491011328995, 0.033712923526764, -0.017426431179047, -0.10419052839279, -0.086624510586262, 0.044356793165207, -0.065140746533871, -0.1943656206131, -0.20587848126888, -0.015166613273323, -0.051629099994898, 0.0015143865020946, 0.0030865429434925, 0.0022597417701036, 0.084144726395607, 0.05556258559227, -0.0648388043046, 0.10840322822332, 0.066709823906422, 0.13890266418457, 0.148651227355, -0.028034918010235, 0.026061484590173, -0.074659295380116, -0.11727526783943, -0.12197063863277, -0.066194862127304, 0.047041285783052, -0.071550071239471, -0.036870777606964, 0.011890534311533, 0.11599654704332, 0.0080972723662853, 0.059128537774086, -0.036789767444134, -0.10946313291788, 0.0099903307855129, 0.2138594686985, 0.055770836770535, 0.17458401620388, 0.12763720750809]"
165,S166,../../../openbr/data/MEDS/img/S166-02-t10_01.jpg,"[-0.080071538686752, 0.089044213294983, 0.097954086959362, 0.014796353876591, 0.022638883441687, -0.0076922858133912, 0.034074161201715, -0.12254627048969, 0.16045390069485, -0.043172255158424, 0.058085773140192, 0.044572781771421, -0.095874197781086, -0.0067571145482361, 0.0080893812701106, -0.17212803661823, -0.029969828203321, 0.13533222675323, 0.017010167241096, -0.080306336283684, 0.044720321893692, 0.10077184438705, -0.12100820243359, -0.00034615126787685, 0.06706728041172, -0.06334413588047, -0.014336966909468, 0.042609680444002, 0.03240630403161, 0.12915672361851, 0.06977728754282, -0.1804973334074, 0.11330533772707, -0.088974267244339, 0.21075883507729, 0.012289102189243, 0.00048102982691489, -0.072887770831585, -0.048694789409637, -0.070225588977337, 0.053261701017618, 0.060458473861217, 0.014689023606479, 0.17474958300591, -0.096756137907505, 0.022144220769405, -0.031208157539368, -0.046200342476368, 0.035862434655428, -0.13250966370106, -0.04338363558054, 0.077830970287323, 0.023930141702294, -0.064819239079952, 0.028235575184226, 0.098463408648968, -0.16734428703785, 0.022853408008814, -0.15659286081791, 0.031071282923222, -0.057242140173912, -0.11957484483719, 0.072771534323692, 0.052937563508749, 0.13525129854679, -0.12421385198832, 0.014484566636384, -0.11679879575968, -0.088581055402756, 0.10805544257164, 0.17677041888237, -0.076918937265873, 0.040851067751646, -0.19067020714283, -0.07253298163414, 0.065914057195187, -0.11301907151937, -0.00060183968162164, -0.033015538007021, -0.061124563217163, -0.073450267314911, 0.1091071292758, 0.041804805397987, 0.14017178118229, 0.053271889686584, -0.10402338951826, 0.022545039653778, -0.024324843659997, -0.051790468394756, 0.097898133099079, -0.040465246886015, -0.10055693984032, -0.00091088056797162, -0.051473390311003, -0.010431194677949, -0.14998498558998, -0.064199581742287, -0.07426792383194, 0.009406459517777, 0.037843972444534, 0.018833361566067, 0.14400258660316, 0.04927121847868, -0.18653917312622, -0.027102066203952, 0.034276153892279, 0.15153217315674, -0.065787330269814, 0.031284797936678, 0.053807325661182, 0.063513770699501, -0.20024181902409, -0.11296483129263, 0.047009129077196, -0.014095832593739, -0.011328466236591, -0.010800772346556, -0.060466036200523, 0.013069066219032, 0.0047473139129579, 0.048720140010118, -0.041015144437551, -0.15682445466518, -0.020512009039521, 0.15313197672367, 0.059802699834108, 0.14984114468098, 0.046317353844643]"
166,S167,../../../openbr/data/MEDS/img/S167-01-t10_01.jpg,"[0.023011667653918, 0.018291495740414, -0.020402507856488, -0.0024163785856217, 0.05843972787261, 0.097980991005898, 0.0090342434123158, 0.013259495608509, 0.077860064804554, 0.065928541123867, 0.10372976213694, -0.087982848286629, 0.059607278555632, 0.06609545648098, 0.087425015866756, 0.038567803800106, 0.07604505866766, 0.22355374693871, -0.076520301401615, -0.06920550018549, 0.13207679986954, -0.015277144499123, 0.18775717914104, 0.050601325929165, 0.06501717120409, -0.12548804283142, 0.0067243920639157, -0.059116136282682, 0.098520368337631, 0.0019545049872249, 0.14941540360451, 0.007423005066812, 0.085624098777771, 0.0072486782446504, 0.078565746545792, 0.020407382398844, -0.068425618112087, 0.1284371316433, -0.070776931941509, -0.073103398084641, -0.050870444625616, 0.055186789482832, -0.093110486865044, 0.16236545145512, -0.17661342024803, -0.16252167522907, -0.068176612257957, 0.05999581515789, 0.038258910179138, -0.029383176937699, 0.038009207695723, 0.030713260173798, -0.048415392637253, -0.071544602513313, -0.084400162100792, 0.052800849080086, 0.079650960862637, 0.052570100873709, 0.055744808167219, -0.096951924264431, -0.17695431411266, -0.11402892321348, 0.082489036023617, -0.061760064214468, 0.087318673729897, 0.0020629214122891, -0.068657025694847, 0.042881615459919, -0.10069949924946, 0.22438833117485, 0.034201353788376, 0.045850485563278, -0.024244820699096, -0.12760461866856, -0.11148834973574, -0.13194386661053, -0.041821077466011, -0.0061109373345971, -0.067834697663784, -0.067602559924126, -0.053795389831066, 0.0097134970128536, -0.0067105446942151, -0.066127933561802, 0.0046932431869209, -0.084738872945309, -0.0046446649357677, -0.00020462169777602, 0.028720960021019, 0.022034568712115, 0.023691844195127, -0.043945871293545, -0.099060572683811, -0.1299140304327, 0.13888593018055, -0.056803990155458, -0.1191079467535, 0.17470383644104, -0.093604616820812, 0.046601258218288, 0.078075855970383, 0.032495979219675, 0.073810331523418, -0.013629508204758, 0.054048474878073, -0.025742314755917, 0.01967260055244, -0.13561145961285, 0.2872274518013, -0.10793824493885, -0.082656696438789, 0.10981458425522, 0.0024522165767848, 0.0669996291399, 0.15273143351078, 0.014209691435099, 0.074305422604084, -0.064532168209553, 0.082591392099857, 0.135737657547, 0.073711760342121, -0.075874224305153, -0.059541404247284, 0.054191384464502, 0.0060667721554637, -0.034484677016735, 0.10100360959768, 0.11036603152752]"
167,S168,../../../openbr/data/MEDS/img/S168-01-t10_01.jpg,"[-0.058408688753843, 0.079113245010376, -0.016420437023044, -0.073576413094997, -0.042395975440741, -0.13242761790752, 0.059825997799635, -0.097408771514893, 0.08897402882576, 0.088429942727089, 0.096446573734283, -0.026705587282777, 0.071562625467777, 0.15262793004513, 0.078329898416996, -0.053306605666876, 0.084474578499794, -0.0016733832890168, 0.0079445820301771, -0.026063855737448, -0.084751270711422, 0.14013558626175, -0.049620311707258, 0.0056076836772263, -0.09417412430048, 0.019574990496039, 0.022549752146006, 0.056140683591366, 0.15048985183239, 0.14408978819847, -0.020599057897925, -0.025784680619836, 0.12484697252512, -0.13179449737072, 0.030304722487926, 0.024884447455406, 0.026467757299542, 0.133594840765, -0.01249816827476, 0.17036114633083, -0.07917645573616, 0.095996052026749, -0.17322412133217, 0.038940522819757, -0.043776843696833, 0.17532317340374, -0.079491034150124, -0.0082428315654397, 0.085971094667912, -0.21394036710262, -0.024404300376773, 0.15672381222248, -0.011447033844888, -0.082062013447285, -0.12675794959068, 0.068922959268093, -0.048333317041397, 0.072283625602722, -0.089663296937943, 0.21334867179394, -0.089911259710789, -0.1161782592535, 0.0014819888165221, 0.071366675198078, 0.030332321301103, -0.13700187206268, 0.082648292183876, 0.02454050257802, 0.010669264942408, -0.083882078528404, 0.15400257706642, -0.10424661636353, 0.012137725017965, -0.086862996220589, 0.048372704535723, 0.088780783116817, -0.11438474804163, -0.0070232516154647, -0.029280263930559, -0.020599186420441, 0.045321319252253, -0.0076723685488105, -0.043271511793137, 0.088086917996407, 0.050464939326048, -0.037946347147226, 0.030637392774224, -0.14348764717579, -0.13815788924694, -0.047537673264742, -0.13030628859997, -0.046210885047913, 0.080733738839626, 0.041517965495586, 0.0085703358054161, -0.12956485152245, -0.025485470890999, -0.14866580069065, 0.11834496259689, 0.050594165921211, -0.0079312287271023, 0.094305738806725, 0.017787124961615, 0.0059586018323898, -0.09231386333704, -0.034637581557035, 0.067051097750664, -0.054108399897814, 0.1276845484972, -0.0040602437220514, 0.039421919733286, -0.12879192829132, -0.068007633090019, 0.045817714184523, -0.12366759777069, 0.082472652196884, -0.094755686819553, -0.030837105587125, -0.083088777959347, -0.0038387833628803, -0.054331965744495, -0.073806814849377, -0.21188497543335, 0.049740664660931, 0.046666339039803, 0.06622625887394, -0.14199975132942, 0.0045911748893559]"
